,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,department,odds,Emp_ID
415,0.42,0.48,2,155,3,0,0,2,3,0.063200384,11665
416,0.82,1.0,4,229,6,0,0,2,3,0.6016539,11666
417,0.11,0.9,6,264,4,0,0,2,9,0.012331694,11667
418,0.42,0.53,3,199,4,0,0,2,9,0.9790912,11668
419,0.82,0.85,4,223,5,0,0,2,9,0.94764495,11669
420,0.09,0.96,6,268,4,0,0,2,9,0.0011193156,11670
421,0.1,0.94,6,287,4,0,0,2,9,0.001177758,11671
422,0.86,1.0,5,257,5,0,0,2,9,0.0010992587,11672
423,0.4,0.46,2,143,3,0,0,0,9,0.023226053,11673
424,0.45,0.46,2,130,3,0,0,1,9,0.0035718083,11674
425,0.42,0.51,2,136,3,0,0,2,9,0.0037701726,11675
426,0.74,0.92,4,261,5,0,0,2,9,0.0029962957,11676
427,0.55,0.6,3,180,4,0,0,2,9,0.06845328,11677
428,0.37,0.45,2,126,3,0,0,2,8,0.0002847314,11678
429,0.41,0.52,2,127,3,1,0,1,8,0.0015055239,11679
430,0.89,0.65,5,195,6,0,0,1,8,0.06366366,11680
431,0.41,0.57,2,160,3,0,0,1,8,0.00069379807,11681
432,0.44,0.51,2,150,3,0,0,1,8,0.0001501441,11682
433,0.87,0.84,4,264,6,0,0,1,8,0.018413216,11683
434,0.1,0.84,6,309,4,0,0,1,8,0.028264433,11684
435,0.41,0.47,2,135,3,0,0,1,8,0.0017895103,11685
436,0.11,0.85,6,261,4,0,0,1,8,0.0048542917,11686
437,0.43,0.53,2,160,3,0,0,1,8,0.002834022,11687
438,0.77,0.9,4,237,5,0,0,1,8,0.0012575686,11688
439,0.41,0.52,2,136,3,0,0,1,9,0.02127847,11689
440,0.41,0.48,2,139,3,0,0,1,9,0.98811746,11690
441,0.36,0.78,2,151,4,0,0,1,9,0.0005853176,11691
442,0.77,1.0,5,229,5,0,0,1,4,0.00012919307,11692
443,0.81,0.98,5,245,5,0,0,1,0,0.014945179,11693
444,0.39,0.54,2,127,3,0,0,1,0,0.019984037,11694
445,0.09,0.94,6,283,5,0,0,1,0,0.19899198,11695
446,0.44,0.46,2,143,3,0,0,1,0,0.0018419027,11696
447,0.1,0.84,5,298,4,0,0,1,0,0.9875953,11697
448,0.36,0.48,2,159,3,0,0,1,6,0.02174306,11698
449,0.81,0.92,5,239,5,0,0,1,6,0.011499643,11699
450,0.81,0.9,4,226,5,0,0,2,6,0.0023316443,11700
451,0.85,0.98,5,248,5,0,0,2,6,0.009968132,11701
452,0.1,0.87,6,286,4,0,0,2,0,0.05518928,11702
453,0.37,0.54,2,145,3,0,0,2,1,0.0119280815,11703
454,0.09,0.97,7,254,4,1,0,2,1,0.0030113459,11704
455,0.44,0.53,2,127,3,0,0,2,1,0.01283446,11705
456,0.86,0.93,5,223,5,0,0,2,1,0.02805522,11706
457,0.77,1.0,4,255,5,0,0,2,1,0.00043722987,11707
458,0.41,0.48,2,136,3,0,0,2,5,0.028494954,11708
459,0.4,0.48,2,137,3,0,0,2,7,0.97356737,11709
460,0.43,0.49,2,135,3,0,0,2,2,0.40041107,11710
461,0.43,0.5,2,137,3,0,0,2,8,0.00048813224,11711
462,0.8,0.53,3,255,5,0,0,0,9,0.003744781,11712
463,0.8,0.85,4,273,5,0,0,1,4,0.00038945675,11713
464,0.82,0.98,5,234,5,0,0,2,5,0.9852675,11714
465,0.37,0.54,2,152,3,0,0,2,5,0.4694973,11715
466,0.37,0.48,2,134,3,0,0,2,5,0.21571058,11716
467,0.09,0.95,6,292,4,0,0,2,7,0.9413101,11717
468,0.9,0.92,5,245,5,0,0,1,7,0.008743495,11718
469,0.41,0.52,2,159,3,0,0,1,7,0.0144792795,11719
470,0.1,0.85,6,260,4,0,0,1,7,0.012185693,11720
471,0.44,0.53,2,149,3,0,0,1,7,0.9917958,11721
472,0.89,0.85,5,266,5,0,0,1,7,0.0017807782,11722
473,0.42,0.56,2,149,3,0,0,1,7,0.0013418198,11723
474,0.87,1.0,5,242,5,0,0,1,7,0.96416545,11724
475,0.45,0.57,2,134,3,0,0,1,7,0.005664587,11725
476,0.11,0.87,5,271,4,0,0,1,7,0.0004670322,11726
477,0.09,0.79,6,275,4,0,0,1,7,0.99322724,11727
478,0.76,0.83,5,227,5,0,0,1,7,0.0037487447,11728
479,0.11,0.96,7,277,5,0,0,1,7,0.9653789,11729
480,0.37,0.49,2,151,3,0,0,1,7,0.03932178,11730
481,0.1,0.79,6,274,4,0,0,1,7,0.9721142,11731
482,0.77,0.87,4,242,6,0,0,1,7,0.0066224337,11732
483,0.42,0.54,2,143,3,1,0,1,7,0.012422234,11733
484,0.38,0.52,2,145,3,0,0,1,7,0.00535959,11734
485,0.32,0.95,5,172,2,0,0,1,7,0.845768,11735
486,0.38,0.49,2,135,3,0,0,1,2,0.014212996,11736
487,0.19,1.0,4,192,4,0,0,1,2,0.00144732,11737
488,0.1,0.83,7,276,4,0,0,1,2,0.92654014,11738
489,0.76,0.88,4,206,4,0,0,2,3,0.00517869,11739
490,0.53,0.56,4,281,6,0,0,2,3,0.0031899512,11740
491,0.39,0.51,2,151,3,0,0,2,3,0.73780066,11741
492,0.11,0.83,6,244,4,0,0,2,3,0.02525267,11742
493,0.1,0.94,6,309,4,0,0,2,9,0.02792108,11743
494,0.84,1.0,5,218,5,0,0,2,9,0.010101944,11744
495,0.82,0.99,4,263,6,0,0,2,9,0.99542844,11745
496,0.1,0.82,6,244,4,0,0,2,9,0.0073272884,11746
497,0.59,0.49,7,263,4,0,0,2,9,0.0037924051,11747
498,0.44,0.48,2,143,3,0,0,2,9,0.0015202761,11748
499,0.89,0.95,2,181,5,0,0,2,9,0.0018108785,11749
500,0.91,0.84,5,265,5,0,0,2,9,0.20407388,11750
501,0.66,0.57,5,161,5,0,0,0,9,0.010361075,11751
502,0.11,0.87,7,282,5,0,0,1,9,0.29119542,11752
503,0.43,0.51,2,155,3,0,0,2,9,0.002814442,11753
504,0.78,0.83,4,217,6,0,0,2,8,0.004295349,11754
505,0.11,0.97,6,289,5,0,0,2,8,0.0039500594,11755
506,0.83,0.98,4,259,5,0,0,2,8,0.02028358,11756
507,0.39,0.54,2,158,3,0,0,1,8,0.9967557,11757
508,0.38,0.55,2,158,3,0,0,1,8,0.010313004,11758
509,0.37,0.57,2,155,3,0,0,1,8,0.99704146,11759
510,0.44,0.48,2,146,3,0,0,1,8,0.9724994,11760
511,0.53,0.85,2,164,5,0,0,1,8,0.97770476,11761
512,0.09,0.96,6,259,4,0,0,1,8,0.0016155839,11762
513,0.11,0.89,6,293,4,0,0,1,8,0.9774431,11763
514,0.83,0.96,5,275,5,0,0,1,8,0.9791894,11764
515,0.88,1.0,5,219,6,1,0,1,9,0.005328119,11765
516,0.1,0.89,6,247,4,0,0,1,9,0.0056854784,11766
517,0.09,0.86,7,309,4,0,0,1,9,0.0013925135,11767
518,0.44,0.54,2,151,3,0,0,1,4,0.028661072,11768
519,0.39,0.51,2,129,3,0,0,1,0,0.03640738,11769
520,0.87,0.94,4,274,5,0,0,1,0,0.03389916,11770
521,0.74,0.99,4,233,5,0,0,1,0,0.011457205,11771
522,0.1,0.95,7,289,4,0,0,1,0,0.020347655,11772
523,0.74,0.82,4,239,6,0,0,1,0,0.044843227,11773
524,0.75,0.99,5,221,5,0,0,1,6,0.0022565126,11774
525,0.41,0.56,2,150,3,0,0,1,6,0.012410939,11775
526,0.41,0.45,2,144,3,1,0,1,6,0.9836572,11776
527,0.09,0.9,7,289,4,0,0,1,6,0.01466167,11777
528,0.09,0.8,6,301,5,0,0,2,0,0.019933283,11778
529,0.39,0.57,2,145,3,0,0,2,2,0.996989,11779
530,0.4,0.56,2,137,3,0,0,2,2,0.14560956,11780
531,0.37,0.54,2,131,3,1,0,2,3,0.02841857,11781
532,0.1,0.84,6,246,4,0,0,2,3,0.0057136416,11782
533,0.43,0.51,2,136,3,0,0,2,3,0.01126945,11783
534,0.75,0.85,5,240,6,1,0,2,5,0.0029639006,11784
535,0.37,0.56,2,156,3,0,0,2,7,0.97339964,11785
536,0.11,0.85,6,305,4,0,0,2,2,0.0028541982,11786
537,0.45,0.45,2,154,3,1,0,2,8,0.0397259,11787
538,0.87,1.0,5,261,5,1,0,2,9,0.005675137,11788
539,0.11,0.94,7,244,4,0,0,2,4,5.4890035e-05,11789
540,0.45,0.54,2,129,3,0,0,0,5,9.019801e-05,11790
541,0.81,0.87,4,254,5,0,0,1,5,0.00035759807,11791
542,0.77,0.91,5,236,5,0,0,2,5,0.0007224977,11792
543,0.89,0.92,5,237,5,0,0,2,7,0.008126438,11793
544,0.43,0.49,2,135,3,0,0,2,7,0.015381098,11794
545,0.78,1.0,5,236,5,0,0,2,7,0.97959656,11795
546,0.37,0.47,2,149,3,0,0,1,7,0.015436292,11796
547,0.37,0.5,2,141,3,0,0,1,7,0.01866448,11797
548,0.85,0.82,4,270,5,0,0,1,7,0.96848345,11798
549,0.41,0.47,2,138,3,0,0,1,7,0.029082477,11799
550,0.11,0.96,6,298,4,0,0,1,7,0.9335712,11800
551,0.75,0.99,5,254,5,0,0,1,7,0.021717489,11801
552,0.82,0.85,5,248,5,0,0,1,7,0.9599552,11802
553,0.79,1.0,5,257,6,0,0,1,7,0.99619013,11803
554,0.43,0.53,2,150,3,0,0,1,7,0.017494172,11804
555,0.1,0.9,7,281,4,0,0,1,7,0.0036821663,11805
556,0.46,0.48,2,141,3,1,0,1,7,0.0011808276,11806
557,0.43,0.57,2,157,3,0,0,1,7,0.00017735362,11807
558,0.43,0.55,2,136,3,0,0,1,7,0.0073645115,11808
559,0.11,0.8,7,296,4,0,0,1,7,4.4967477e-05,11809
560,0.09,0.86,6,279,4,0,0,1,7,0.023585558,11810
561,0.37,0.53,2,131,3,0,0,1,7,0.021916151,11811
562,0.4,0.57,2,160,3,0,0,1,2,0.98712534,11812
563,0.1,0.77,7,291,4,0,0,1,2,0.005441457,11813
564,0.41,0.53,2,157,3,0,0,1,2,0.0065995455,11814
565,0.79,0.58,3,294,4,0,0,1,3,0.005126536,11815
566,0.11,0.79,7,310,4,0,0,1,3,0.97774905,11816
567,0.1,0.97,6,282,4,0,0,2,3,0.0036979318,11817
568,0.44,0.51,2,134,3,0,0,2,3,0.7957947,11818
569,0.25,0.46,4,214,4,0,0,2,9,0.9654095,11819
570,0.44,0.52,2,137,3,0,0,2,9,0.010756612,11820
571,0.73,1.0,4,252,5,0,0,2,9,0.0060403347,11821
572,0.75,0.97,5,243,6,0,0,2,9,0.15936637,11822
573,0.36,0.47,2,148,3,0,0,2,9,0.007860899,11823
574,0.37,0.49,2,151,3,0,0,2,9,0.028600365,11824
575,0.39,0.49,2,129,3,0,0,2,9,0.01360333,11825
576,0.48,0.78,2,198,2,0,0,2,9,0.0030959249,11826
577,0.57,0.72,4,275,6,0,0,2,9,0.0071967244,11827
578,0.9,0.96,5,243,5,0,0,2,9,0.011877745,11828
579,0.39,0.55,2,159,3,0,0,0,9,0.0008082092,11829
580,0.44,0.51,2,145,3,0,0,1,8,0.041120082,11830
581,0.81,0.88,5,242,5,0,0,2,8,0.003525287,11831
582,0.74,0.87,5,242,5,0,0,2,8,0.9259721,11832
583,0.44,0.56,2,145,3,0,0,2,8,0.004227221,11833
584,0.41,0.56,2,154,3,0,1,2,8,0.9805485,11834
585,0.4,0.51,2,139,3,0,0,1,8,0.98838484,11835
586,0.46,0.57,2,152,3,0,0,1,8,0.012186021,11836
587,0.8,0.83,2,211,3,0,0,1,8,0.0013782382,11837
588,0.87,0.9,5,258,5,0,0,1,8,0.0003515184,11838
589,0.39,0.54,2,155,3,0,0,1,8,0.004370719,11839
590,0.38,0.55,2,148,3,0,0,1,8,0.03888789,11840
591,0.66,0.67,2,255,3,0,0,1,9,0.0029714108,11841
592,0.1,0.8,6,264,4,0,0,1,9,0.9296414,11842
593,0.37,0.54,2,132,3,0,0,1,9,0.0034447312,11843
594,0.1,0.77,6,255,4,0,0,1,4,0.077964365,11844
595,0.09,0.87,5,263,4,0,0,1,0,0.0071504414,11845
596,0.86,0.84,5,222,5,0,0,1,0,0.0016915798,11846
597,0.11,0.9,6,263,4,0,0,1,0,0.00046095252,11847
598,0.37,0.46,2,157,3,0,0,1,0,0.99282503,11848
599,0.11,0.92,7,307,4,0,0,1,0,0.9980402,11849
600,0.77,0.98,5,259,6,0,0,1,6,0.0044403076,11850
601,0.84,0.94,5,222,6,0,0,1,6,0.015116543,11851
602,0.1,0.84,7,250,4,0,0,1,6,0.00045773387,11852
603,0.83,0.9,5,245,5,0,0,1,6,0.0018200576,11853
604,0.11,0.79,6,292,4,0,0,1,0,0.99296266,11854
605,0.86,0.92,5,252,5,0,0,1,1,0.993845,11855
606,0.38,0.56,2,161,3,0,0,2,1,0.017451942,11856
607,0.11,0.88,5,250,4,0,0,2,1,0.048527747,11857
608,0.45,0.49,2,134,3,0,0,2,1,0.0026860535,11858
609,0.1,0.85,7,279,4,0,0,2,1,0.98687494,11859
610,0.09,0.95,7,256,4,0,0,2,5,0.009682894,11860
611,0.39,0.53,2,127,3,0,0,2,7,0.04248473,11861
612,0.37,0.47,2,138,3,1,0,2,2,0.031724185,11862
613,0.81,0.97,5,243,5,0,0,2,8,0.063390225,11863
614,0.09,0.9,7,296,4,0,0,2,9,0.039044797,11864
615,0.1,0.88,7,267,4,0,0,2,4,0.003776729,11865
616,0.39,0.49,2,144,3,0,0,2,5,0.9838009,11866
617,0.83,0.95,4,251,5,0,0,2,5,0.0014840662,11867
618,0.45,0.57,2,148,3,0,0,0,5,0.99356234,11868
619,0.43,0.51,2,141,3,0,0,1,7,0.096596986,11869
620,0.8,0.75,3,268,2,0,0,2,7,0.0018366277,11870
621,0.1,0.86,6,247,4,0,0,2,7,0.9695385,11871
622,0.1,0.55,2,247,4,0,0,2,7,0.000410527,11872
623,0.36,0.52,2,146,3,0,0,2,7,0.0038715303,11873
624,0.38,0.5,2,140,3,0,0,1,7,0.019370496,11874
625,0.78,0.98,5,263,6,0,0,1,7,0.09986925,11875
626,0.44,0.49,2,145,3,0,0,1,7,0.00058826804,11876
627,0.41,0.46,2,156,3,1,0,1,7,0.87457424,11877
628,0.72,0.85,5,244,6,0,0,1,7,0.004475683,11878
629,0.46,0.54,2,144,3,0,0,1,7,0.9880973,11879
630,0.1,0.9,7,286,4,0,0,1,7,0.99485296,11880
631,0.34,0.67,4,141,2,0,0,1,7,0.70535547,11881
632,0.11,0.89,6,260,5,0,0,1,7,0.000101150006,11882
633,0.38,0.56,2,154,3,0,0,1,7,0.07758674,11883
634,0.82,0.92,5,225,5,0,0,1,7,0.037379563,11884
635,0.39,0.57,2,127,3,0,0,1,7,0.014012277,11885
636,0.44,0.53,2,140,3,0,0,1,7,0.084092855,11886
637,0.43,0.52,2,147,3,0,0,1,7,0.00965476,11887
638,0.84,0.83,4,227,5,0,0,1,2,0.0029664636,11888
639,0.43,0.48,2,153,3,0,0,1,2,0.9922812,11889
640,0.37,0.52,2,128,3,0,0,1,2,0.01947695,11890
641,0.74,0.97,4,228,5,0,0,1,3,0.32069004,11891
642,0.73,0.97,5,235,5,0,0,1,3,0.9323913,11892
643,0.37,0.47,2,148,3,0,0,1,3,0.9650681,11893
644,0.58,0.62,4,238,3,0,0,1,3,0.0687888,11894
645,0.4,0.54,2,141,3,0,0,2,9,0.0063167214,11895
646,0.51,0.83,5,249,4,0,0,2,9,0.0041265786,11896
647,0.46,0.5,2,151,3,0,0,2,9,0.0041014254,11897
648,0.45,0.54,2,129,3,0,0,2,9,0.0019702613,11898
649,0.46,0.5,2,156,3,0,0,2,9,0.099505275,11899
650,0.39,0.45,2,134,3,0,0,2,9,0.017337948,11900
651,0.09,0.88,6,269,4,0,0,2,9,0.00047028065,11901
652,0.09,0.77,6,290,4,0,0,2,9,0.9939439,11902
653,0.37,0.51,2,132,3,0,0,2,9,0.02583927,11903
654,0.1,0.89,7,308,4,0,0,2,9,0.010625005,11904
655,0.77,1.0,4,232,5,0,0,2,9,0.0025064945,11905
656,0.79,0.86,5,235,5,0,0,2,8,0.01978895,11906
657,0.43,0.55,2,130,3,0,0,0,8,0.9178937,11907
658,0.38,0.53,2,146,3,0,0,1,8,0.00026115775,11908
659,0.77,0.91,5,221,6,0,0,2,8,0.0037038624,11909
660,0.44,0.5,2,130,3,0,0,2,8,0.11693981,11910
661,0.39,0.46,2,136,3,0,0,2,8,0.017177135,11911
662,0.78,0.89,5,274,6,0,0,2,8,0.12842524,11912
663,0.1,0.79,6,256,5,0,0,1,8,0.026691169,11913
664,0.1,0.77,5,276,4,0,0,1,8,0.022202313,11914
665,0.75,0.85,5,267,5,0,0,1,8,0.9975699,11915
666,0.46,0.62,6,213,3,0,0,1,8,0.9811432,11916
667,0.91,0.97,4,274,6,0,0,1,9,0.004179299,11917
668,0.1,0.92,6,258,4,0,0,1,9,0.9175765,11918
669,0.72,0.6,3,153,5,0,0,1,9,0.03440723,11919
670,0.11,0.95,6,245,4,0,0,1,4,0.019859076,11920
671,0.11,0.94,6,264,4,0,0,1,0,0.0013095438,11921
672,0.46,0.57,2,154,3,0,0,1,0,0.024400532,11922
673,0.37,0.46,2,149,3,0,0,1,0,0.0027073324,11923
674,0.46,0.5,2,157,3,0,0,1,0,0.9891051,11924
675,0.43,0.57,2,127,3,0,0,1,0,0.004709542,11925
676,0.11,0.82,6,270,4,0,0,1,6,0.004788935,11926
677,0.73,0.89,5,236,6,0,0,1,6,0.0040189326,11927
678,0.43,0.47,2,158,3,0,0,1,6,0.0013762116,11928
679,0.86,1.0,5,229,5,0,0,1,6,0.9825975,11929
680,0.1,0.83,6,269,4,0,0,1,0,0.028634012,11930
681,0.4,0.49,2,128,3,0,0,1,7,0.00013783574,11931
682,0.11,0.87,7,278,4,0,0,1,7,0.0018585026,11932
683,0.86,0.98,3,158,5,0,0,1,7,4.4727796e-05,11933
684,0.42,1.0,3,202,3,0,0,2,7,0.9937627,11934
685,0.79,0.84,4,240,5,0,0,2,7,0.0009811819,11935
686,0.1,0.96,7,255,4,0,0,2,5,0.03803304,11936
687,0.09,0.92,7,254,4,0,0,2,7,0.0016587973,11937
688,0.09,0.82,6,257,4,0,0,2,2,0.00018450618,11938
689,0.87,1.0,4,228,5,0,0,2,8,0.00506407,11939
690,0.36,0.49,2,145,3,0,0,2,9,0.9251818,11940
691,0.42,0.75,3,218,4,0,0,2,4,0.00033316016,11941
692,0.84,0.86,5,268,5,0,0,2,5,0.9866904,11942
693,0.1,0.83,6,278,4,0,0,2,5,0.028857023,11943
694,0.78,0.71,3,249,5,0,0,2,5,0.0014972389,11944
695,0.35,0.99,3,236,4,0,0,2,7,0.001721561,11945
696,0.1,0.81,7,291,4,0,0,0,7,0.97583693,11946
697,0.11,0.8,6,306,4,0,0,1,7,0.001580894,11947
698,0.43,0.48,2,135,3,0,0,2,7,0.030106366,11948
699,0.38,0.45,2,156,3,0,0,2,7,0.010762721,11949
700,0.46,0.54,2,143,3,0,0,2,7,0.0029840171,11950
701,0.89,0.82,4,243,5,0,0,2,7,0.010767996,11951
702,0.45,0.5,2,147,3,0,0,1,7,0.0045366883,11952
703,0.44,0.53,2,159,3,0,0,1,7,0.004413396,11953
704,0.74,0.54,5,216,3,0,0,1,7,0.071326345,11954
705,0.45,0.54,2,152,3,0,0,1,7,0.0017490983,11955
706,0.79,0.93,4,226,5,0,0,1,7,0.0012324154,11956
707,0.79,0.91,5,271,5,0,0,1,7,0.023557454,11957
708,0.11,0.87,6,255,4,0,0,1,7,0.019415945,11958
709,0.42,0.48,2,140,3,0,0,1,7,0.0020498335,11959
710,0.64,0.9,6,252,2,0,0,1,7,0.0066894293,11960
711,0.4,0.55,2,159,3,0,0,1,7,0.002043128,11961
712,0.84,0.98,5,270,5,0,0,1,7,0.0008726716,11962
713,0.73,0.92,5,232,5,0,0,1,7,0.0024182796,11963
714,0.4,0.51,2,144,3,0,0,1,2,0.00092718005,11964
715,0.36,0.45,2,127,3,0,0,1,2,0.68150234,11965
716,0.43,0.47,2,131,3,0,0,1,2,0.003969997,11966
717,0.11,0.78,6,243,4,0,0,1,3,0.013777673,11967
718,0.91,1.0,5,244,6,0,0,1,3,0.008388907,11968
719,0.8,1.0,5,260,5,0,0,1,3,0.027063817,11969
720,0.42,0.49,2,139,3,0,0,1,3,0.026084393,11970
721,0.31,0.87,4,184,3,0,0,1,9,0.007959902,11971
722,0.44,0.47,2,130,3,0,0,1,9,0.9611939,11972
723,0.38,0.54,2,135,3,0,0,2,9,0.003180176,11973
724,0.45,0.56,2,146,3,0,0,2,9,0.98964155,11974
725,0.43,0.46,2,149,3,0,0,2,9,0.02463442,11975
726,0.45,0.46,2,153,3,1,0,2,9,0.0032554567,11976
727,0.43,0.57,2,160,3,0,0,2,9,0.0005284548,11977
728,0.43,0.49,2,160,3,0,0,2,9,0.028933376,11978
729,0.09,0.83,6,282,4,0,0,2,9,0.994251,11979
730,0.43,0.47,2,128,3,0,0,2,9,0.0009050369,11980
731,0.79,0.94,4,232,5,0,0,2,9,0.00088718534,11981
732,0.85,0.58,3,226,2,0,0,2,8,0.93269515,11982
733,0.38,0.45,2,129,3,0,0,2,8,0.026331127,11983
734,0.11,0.92,7,255,4,0,0,2,8,0.021601796,11984
735,0.83,0.99,5,258,5,0,0,0,8,0.0052119195,11985
736,0.81,0.91,4,229,5,0,0,1,8,0.010821223,11986
737,0.42,0.56,2,143,3,0,0,2,8,0.9946549,11987
738,0.11,0.87,6,257,4,0,0,2,8,0.003936231,11988
739,0.11,0.85,7,275,4,0,0,2,8,0.0013191104,11989
740,0.1,0.89,7,291,4,0,0,2,8,0.028918147,11990
741,0.5,0.54,5,153,4,0,0,1,8,0.035141885,11991
742,0.44,0.49,2,154,3,0,0,1,8,0.13681665,11992
743,0.11,0.9,6,301,4,0,0,1,9,0.24984533,11993
744,0.39,0.52,2,134,3,0,0,1,9,0.020139098,11994
745,0.11,0.78,6,245,4,0,0,1,9,0.0010884404,11995
746,0.36,0.5,2,132,3,0,0,1,4,0.011056483,11996
747,0.43,0.51,2,130,3,0,0,1,0,0.003355533,11997
748,0.4,0.5,2,127,3,0,0,1,0,0.96083534,11998
749,0.86,0.84,4,246,6,0,0,1,0,0.009737432,11999
750,0.38,0.49,2,145,3,0,0,1,0,0.020033598,12000
751,0.46,0.45,2,138,3,0,1,1,0,0.019644022,12001
752,0.37,0.57,2,129,3,0,0,1,6,0.0020797253,12002
753,0.43,0.52,2,150,3,0,0,1,6,0.00066936016,12003
754,0.66,0.93,5,253,5,0,0,1,6,0.65641856,12004
755,0.37,0.48,2,160,3,0,0,1,6,0.018008977,12005
756,0.77,0.92,5,235,5,0,0,1,0,0.022010028,12006
757,0.38,0.55,2,151,3,0,0,1,7,0.00079390407,12007
758,0.39,0.54,2,127,3,0,0,1,7,0.0025176704,12008
759,0.41,0.55,2,151,3,0,0,1,7,0.9562142,12009
760,0.1,0.9,7,290,4,0,0,1,7,0.04142213,12010
761,0.09,0.93,6,249,4,0,0,1,7,6.3582534e-05,12011
762,0.41,0.47,2,131,3,0,0,2,5,0.9814611,12012
763,0.39,0.46,2,159,3,0,0,2,7,0.87498236,12013
764,0.83,0.99,4,223,5,0,0,2,2,0.00016081333,12014
765,0.09,0.87,3,214,2,0,0,2,8,0.00594756,12015
766,0.75,0.81,5,227,5,0,0,2,9,0.9952439,12016
767,0.44,0.54,2,127,3,0,0,2,4,0.0005324185,12017
768,0.1,0.84,6,293,5,0,0,2,5,0.0013437569,12018
769,0.42,0.46,2,141,3,0,0,2,5,0.9658178,12019
770,0.1,0.83,6,300,4,0,0,2,5,0.001508981,12020
771,0.1,0.86,6,309,4,0,0,2,7,0.002703756,12021
772,0.31,0.77,4,149,3,0,0,2,7,0.001098901,12022
773,0.42,0.54,2,159,3,0,0,2,7,0.003544271,12023
774,0.38,0.5,2,152,3,0,0,0,7,0.030372977,12024
775,0.39,0.57,2,158,3,0,0,1,7,0.0017673969,12025
776,0.1,0.97,6,254,5,0,0,2,7,0.039647996,12026
777,0.11,0.93,6,294,4,0,0,2,7,0.7521831,12027
778,0.1,0.92,7,269,4,0,0,2,7,0.0027966201,12028
779,0.11,0.9,7,247,4,0,0,2,7,0.00080272555,12029
780,0.44,0.65,3,271,4,0,0,1,7,0.060480654,12030
781,0.91,0.96,4,232,5,0,0,1,7,0.99082005,12031
782,0.72,1.0,4,245,5,0,0,1,7,0.0013579428,12032
783,0.36,0.46,2,132,3,0,0,1,7,0.07534504,12033
784,0.44,0.57,2,131,3,0,0,1,7,0.0024445057,12034
785,0.85,0.99,5,248,5,0,0,1,7,0.024201304,12035
786,0.78,0.93,5,225,5,0,0,1,7,0.98345506,12036
787,0.39,0.46,2,156,3,0,0,1,7,0.9527514,12037
788,0.78,0.81,3,222,2,0,0,1,7,0.9570902,12038
789,0.1,0.92,6,243,4,1,0,1,7,0.16900417,12039
790,0.23,0.99,4,204,4,1,0,1,2,0.026063532,12040
791,0.11,0.87,6,301,4,0,0,1,2,0.96831954,12041
792,0.9,0.83,5,259,5,0,0,1,2,0.03880003,12042
793,0.91,0.89,4,247,5,0,0,1,3,0.025738984,12043
794,0.11,0.79,7,295,4,0,0,1,3,0.014914572,12044
795,0.43,0.54,2,150,3,0,0,1,3,0.89914757,12045
796,0.45,0.49,2,151,3,0,0,1,3,0.007326871,12046
797,0.11,0.91,5,291,4,0,0,1,9,0.0370273,12047
798,0.11,0.93,6,253,4,1,0,1,9,0.00031480193,12048
799,0.43,0.5,2,161,3,0,0,1,9,0.0025584996,12049
800,0.91,0.97,4,251,6,0,0,1,9,0.0026026368,12050
801,0.43,0.55,2,153,3,0,0,2,9,0.020413667,12051
802,0.85,0.82,5,264,6,0,0,2,9,0.00011119977,12052
803,0.1,0.77,6,310,4,0,0,2,9,0.12324557,12053
804,0.81,0.95,5,266,5,0,0,2,9,0.9766426,12054
805,0.36,0.62,4,237,2,0,0,2,9,0.0023741424,12055
806,0.45,0.54,2,138,3,0,0,2,9,0.82684255,12056
807,0.86,1.0,5,227,5,0,0,2,9,0.91396654,12057
808,0.71,1.0,4,300,5,0,0,2,8,0.028026879,12058
809,0.11,0.97,7,310,4,0,0,2,8,0.0036065578,12059
810,0.84,0.93,5,236,5,0,0,2,8,0.9728109,12060
811,0.09,0.97,7,288,4,0,0,2,8,0.028406441,12061
812,0.38,0.49,2,127,3,0,0,2,8,0.80445224,12062
813,0.15,0.55,6,139,4,0,0,0,8,0.08215132,12063
814,0.1,0.92,7,253,4,1,0,1,8,0.9795938,12064
815,0.8,0.97,4,218,5,1,0,2,8,0.000880152,12065
816,0.84,0.97,5,251,5,0,0,2,8,0.0046185255,12066
817,0.11,0.87,6,264,4,0,0,2,8,0.9787961,12067
818,0.89,0.79,3,149,2,0,0,2,8,0.9261589,12068
819,0.45,0.51,2,138,3,0,0,1,9,0.52352047,12069
820,0.11,0.93,7,284,4,0,0,1,9,0.004887402,12070
821,0.74,0.93,5,244,5,0,0,1,9,0.004578471,12071
822,0.41,0.5,2,128,3,0,0,1,4,0.003611952,12072
823,0.44,0.53,2,154,3,0,0,1,0,0.00023543835,12073
824,0.37,0.56,2,138,3,0,0,1,0,0.004765898,12074
825,0.11,0.86,6,308,4,0,0,1,0,0.002204746,12075
826,0.1,0.93,6,269,4,0,0,1,0,0.99001795,12076
827,0.7,0.74,6,136,3,0,0,1,0,0.96697295,12077
828,0.59,1.0,2,160,5,0,0,1,6,0.9889078,12078
829,0.38,0.53,2,138,3,0,0,1,6,0.0028089285,12079
830,0.72,0.95,4,220,5,0,0,1,6,0.012251526,12080
831,0.73,1.0,5,274,5,0,0,1,6,0.98971456,12081
832,0.39,0.48,2,161,3,0,0,1,0,0.009466916,12082
